1,0.0031965,0.0007688,1,0.94382
2,0.0011165,0.00075693,1,0.94382
3,0.0010916,0.00074751,1,0.94382
4,0.0010834,0.00073645,1,0.94382
5,0.0011034,0.0007344,1,0.94382
6,0.0010805,0.0007303,1,0.94382
7,0.001083,0.00073399,1,0.94382
8,0.0012247,0.00074013,1,0.94382
9,0.0011026,0.00073849,1,0.94382
10,0.0010408,0.00057425,1,0.94382
11,0.00087243,0.00057302,1,0.94382
12,0.00086383,0.0005337,1,0.94382
13,0.00083311,0.00053493,1,0.94382
14,0.00083188,0.00052714,1,0.94382
15,0.00083065,0.0005296,1,0.94382
16,0.00083516,0.00067419,1,0.94382
17,0.00084663,0.00054885,1,0.94382
18,0.00084089,0.00054435,1,0.94382
19,0.00083966,0.00056524,1,0.94382
20,0.00082942,0.0005935,1,0.94382
21,0.00082697,0.00053861,1,0.94382
22,0.00083106,0.00053247,1,0.94382
23,0.00084007,0.00053411,1,0.94382
24,0.00083065,0.00053534,1,0.94382
25,0.00083475,0.00053288,1,0.94382
26,0.00082942,0.00053697,1,0.94382
27,0.00083352,0.00054844,1,0.94382
28,0.00085523,0.00053452,1,0.94382
29,0.00082615,0.00053329,1,0.94382
30,0.00080935,0.00054066,1,0.94382
31,0.0011743,0.0066796,1,0.94382
32,0.00097319,0.00060579,1,0.94382
33,0.0010109,0.00059882,1,0.94382
34,0.00091093,0.00060702,1,0.94382
35,0.00090929,0.00059473,1,0.94382
36,0.00091708,0.000598,1,0.94382
37,0.00091462,0.00060046,1,0.94382
38,0.00090725,0.00059227,1,0.94382
39,0.00091708,0.00059514,1,0.94382
40,0.00090479,0.00060292,1,0.94382
41,0.00090807,0.00059678,1,0.94382
42,0.00091011,0.00059432,1,0.94382
43,0.00091216,0.00060005,1,0.94382
44,0.00091052,0.00060046,1,0.94382
45,0.00091708,0.00059104,1,0.94382
46,0.00090069,0.00059473,1,0.94382
47,0.00089455,0.00055418,1,0.94382
48,0.00087161,0.00055909,1,0.94382
49,0.00086833,0.0005595,1,0.94382
50,0.00086874,0.00056114,1,0.94382
51,0.00086465,0.00055827,1,0.94382
52,0.00086752,0.00056155,1,0.94382
53,0.00086383,0.00055868,1,0.94382
54,0.00086506,0.00055418,1,0.94382
55,0.00086793,0.00055868,1,0.94382
56,0.00086874,0.00055541,1,0.94382
57,0.00086833,0.00056073,1,0.94382
58,0.00088062,0.00055664,1,0.94382
59,0.00086342,0.00054885,1,0.94382
60,0.00086547,0.00055336,1,0.94382
61,0.00086014,0.00055582,1,0.94382
62,0.00086178,0.00055295,1,0.94382
63,0.00086711,0.00055254,1,0.94382
64,0.00086137,0.00058613,1,0.94382
65,0.00077249,0.00049069,1,0.94382
66,0.00075734,0.00048332,1,0.94382
67,0.00075734,0.00048864,1,0.94382
68,0.0007602,0.00048414,1,0.94382
69,0.00076389,0.00048455,1,0.94382
70,0.00075488,0.00048373,1,0.94382
71,0.00076512,0.00048414,1,0.94382
72,0.00075856,0.00048496,1,0.94382
73,0.00075856,0.00048496,1,0.94382
74,0.00076061,0.00050298,1,0.94382
75,0.00075488,0.00048537,1,0.94382
76,0.00075734,0.0004866,1,0.94382
77,0.00075938,0.00048414,1,0.94382
78,0.00075652,0.00048823,1,0.94382
79,0.00075488,0.00046161,1,0.94382
80,0.000709,0.00046202,1,0.94382
81,0.00070368,0.00046816,1,0.94382
82,0.00070737,0.00046284,1,0.94382
83,0.00070818,0.00046202,1,0.94382
84,0.00070859,0.00046366,1,0.94382
85,0.000709,0.00046571,1,0.94382
86,0.00070491,0.00046571,1,0.94382
87,0.0007131,0.00046653,1,0.94382
88,0.00070163,0.00046489,1,0.94382
89,0.00070327,0.00046448,1,0.94382
90,0.00070409,0.00045997,1,0.94382
91,0.00070286,0.00046775,1,0.94382
92,0.00070614,0.00046693,1,0.94382
93,0.00070409,0.00046571,1,0.94382
94,0.00070081,0.00043908,1,0.94382
95,0.00068689,0.00043826,1,0.94382
96,0.00068279,0.00043662,1,0.94382
97,0.00067296,0.00044605,1,0.94382
98,0.00067746,0.00047472,1,0.94382
99,0.00067665,0.00043908,1,0.94382
100,0.00067787,0.00044195,1,0.94382
